sr_no,date_dd_mm_yyyy,startup_name,industry_vertical,sub_vertical,city_location,investors_name,investment_type,amount_in_usd,remarks,year,funding_tier
1602,14/06/2016,Edtechreview,Consumer Internet,Education Based Online Portal,New Delhi,Evc Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
1603,14/06/2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules Maker,New Delhi,Valpro Capital And Existing Investors,Private Equity,0,No Remarks,2018,Undisclosed
1604,14/06/2016,Gobolt,Logistics,B2B Logistics Provider,New Delhi,Mcube8,Seed Funding,0,No Remarks,2018,Undisclosed
1605,14/06/2016,Jivox,Technology,Data Driven Advertising Platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000,No Remarks,2018,Growth Capital
1606,14/06/2016,Sminq,Consumer Internet,Queue Management Mobile App,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
1607,14/06/2016,Curejoy,Consumer Internet,Online Alternative Health Community Platform,Bangalore,Accel Partners India,Private Equity,4400000,No Remarks,2018,Growth Capital
1608,15/06/2016,Oneway.Cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,450000,No Remarks,2018,Seed & Early Stage
1609,15/06/2016,Grabonrent,Ecommerce,On-Demand Product Rental Marketplace,Bangalore,Ivycap Ventures And Unicorn India Ventures,Private Equity,0,No Remarks,2018,Undisclosed
1610,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,450000,No Remarks,2018,Seed & Early Stage
1611,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,600000,No Remarks,2018,Seed & Early Stage
1612,16/06/2016,Athletto,Consumer Internet,Sports Venue Discovery And Booking Platform,Bangalore,Atul Ingle,Seed Funding,0,No Remarks,2018,Undisclosed
